market_id,symbol,question,polarity,polarity_source,pct,converged,asset_confidence,question_confidence,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_candidate_order,allocation_mode,event_family,event_priority,feat_runup_since_t0,rank_runup_clipped,entry_prob_rank_value,supporting_market_ids,supporting_questions,same_day_rank,entry_prob_rank,runup_rank,skip_reason,preempted_trade_id,preempt_reason,duplicate_signal_upgrade,_qty,_position_size_pct,_asset_entry_notional,_equity_at_entry,invested_frac_pct,_benchmark_sell_cost,_asset_buy_cost,allocation_trade_id,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
598104,GIS,Will General Mills (GIS) beat its quarterly EPS estimate?,1,llm,0.91,YES,6.0,6.0,General Mills Earnings,1.0,train,2025-09-16,0.91,49.56,2025-09-23,50.56,resolution-1d,2.44,-2.3,2.02,2025-09-16 00:00:00+00:00,2025-09-23 00:00:00+00:00,2025-09-15,2025-09-24,119,event_priority,earnings,2,0.0,0.0,0.91,,,1,1,1,,,,0,313,0.11475557931764958,15512.28,135708.08,11.4306,8.57,8.85,23,resolution-1d,313.0,277.88,1.7913,35.12,15825.28,26.4252
598106,FDX,Will Fedex (FDX) beat its quarterly EPS estimate?,1,llm,0.997,YES,6.0,6.0,FedEx Earnings,1.0,train,2025-09-19,0.997,186.74,2025-09-24,188.36,resolution-1d,1.76,-2.81,0.86,2025-09-19 00:00:00+00:00,2025-09-24 00:00:00+00:00,2025-09-15,2025-09-25,122,event_priority,earnings,2,0.0,0.0,0.997,,,1,1,1,,,,0,84,0.11475557931764958,15686.16,138406.68,11.3334,8.73,8.19,27,resolution-1d,136.08,102.21,0.6516,33.87,15822.24,26.5145
599651,MLKN,Will MillerKnoll (MLKN) beat its quarterly EPS estimate?,1,llm,0.996,YES,5.0,5.0,MillerKnoll Earnings,1.0,train,2025-09-24,0.996,16.96,2025-09-26,17.64,profit_lock_4%,4.3,-0.94,4.0,2025-09-24 00:00:00+00:00,2025-09-26 00:00:00+00:00,2025-09-16,2025-09-30,128,event_priority,earnings,2,0.0,0.0,0.996,,,1,1,1,,,,0,931,0.11475557931764958,15789.76,137789.6,11.4593,8.66,11.15,29,profit_lock_4%,633.08,592.79,3.7543,40.29,16422.84,27.5221
598110,ACN,Will Accenture (ACN) beat its quarterly EPS estimate?,1,llm,0.8,YES,6.0,6.0,Accenture Earnings,1.0,train,2025-09-22,0.8,239.99,2025-09-30,247.19,profit_lock_3%,3.81,-4.41,3.0,2025-09-22 00:00:00+00:00,2025-09-30 00:00:00+00:00,2025-09-15,2025-10-02,117,event_priority,earnings,2,0.0,0.0,0.8,,,1,1,1,,,,0,66,0.11475557931764958,15839.34,138733.21,11.4171,8.75,8.27,28,profit_lock_3%,475.2,440.72,2.7824,34.48,16314.54,27.1451
599652,PRGS,Will Progress Software (PRGS) beat its quarterly EPS estimate?,1,llm,0.825,YES,5.0,5.0,Progress Software Earnings,1.0,train,2025-09-18,0.825,43.45,2025-10-01,46.49,profit_lock_7%,7.48,-7.27,7.0,2025-09-18 00:00:00+00:00,2025-10-01 00:00:00+00:00,2025-09-16,2025-10-06,127,event_priority,earnings,2,0.0,0.0,0.825,,,1,1,1,,,,0,364,0.11475557931764958,15815.8,138013.72,11.4596,8.71,9.18,26,profit_lock_7%,1106.56,1069.66,6.7633,36.9,16922.36,28.0205
613067,JNJ,Will Johnson & Johnson (JNJ) beat quarterly earnings?,1,llm,0.805,YES,6.0,6.0,Johnson & Johnson Earnings,0.95,train,2025-09-26,0.805,179.71,2025-10-01,185.1,profit_lock_3%,3.49,-1.33,3.0,2025-09-26 00:00:00+00:00,2025-10-01 00:00:00+00:00,2025-09-26,2025-10-14,138,event_priority,earnings,2,0.0,0.0,0.805,,,4,3,5,,,,0,88,0.11475557931764958,15814.48,138622.0,11.4083,8.71,8.26,33,profit_lock_3%,474.32,439.92,2.7817,34.4,16288.8,26.9728
613049,LEVI,Will Levi Strauss & Co. (LEVI) beat quarterly earnings?,1,llm,0.825,YES,5.0,5.0,Levi Strauss Earnings,1.0,train,2025-09-26,0.825,23.02,2025-10-02,24.4,profit_lock_6%,6.08,-1.39,6.0,2025-09-26 00:00:00+00:00,2025-10-02 00:00:00+00:00,2025-09-26,2025-10-09,136,event_priority,earnings,2,0.009206532079706564,0.009207,0.825,,,2,2,2,,,,0,690,0.11475557931764958,15883.8,138658.25,11.4554,8.7,10.36,31,profit_lock_6%,952.2,913.08,5.7485,39.12,16836.0,27.7614
613057,C,Will Citigroup (C) beat quarterly earnings?,1,llm,0.805,YES,6.0,6.0,Citigroup Earnings,0.95,train,2025-09-26,0.805,103.42,2025-10-02,97.08,trailing_3.9ATR,0.94,-6.5,-6.13,2025-09-26 00:00:00+00:00,2025-10-02 00:00:00+00:00,2025-09-26,2025-10-14,137,event_priority,earnings,2,0.012829277747168577,0.012829,0.805,,,3,3,1,,,,0,153,0.11475557931764958,15823.26,138639.19,11.4133,8.74,8.45,32,trailing_3.9ATR,-970.02,-1003.35,-6.341,33.33,14853.24,24.4946
613050,PEP,Will PepsiCo (PEP) beat quarterly earnings?,1,llm,0.8,YES,6.0,6.0,PepsiCo Earnings,1.0,train,2025-09-26,0.8,140.44,2025-10-07,140.79,resolution-1d,2.09,-1.11,0.25,2025-09-26 00:00:00+00:00,2025-10-07 00:00:00+00:00,2025-09-26,2025-10-09,135,event_priority,earnings,2,0.003716439960448348,0.003716,0.8,,,5,5,4,,,,0,113,0.11475557931764958,15869.72,138605.03,11.4496,8.7,8.33,34,resolution-1d,39.55,5.43,0.0342,34.12,15909.27,26.2894
613051,DAL,Will Delta Air Lines (DAL) beat quarterly earnings?,1,llm,0.795,YES,6.0,6.0,Delta Air Lines Earnings,1.0,train,2025-10-02,0.795,57.08,2025-10-07,56.63,resolution-1d,2.54,-2.24,-0.79,2025-10-02 00:00:00+00:00,2025-10-07 00:00:00+00:00,2025-09-26,2025-10-09,134,event_priority,earnings,2,0.008107139070586689,0.008107,0.795,,,1,1,1,,,,0,280,0.11475557931764958,15982.4,139475.4,11.4589,8.76,8.97,40,resolution-1d,-126.0,-161.35,-1.0095,35.35,15856.4,26.201
614638,OMC,Will Omnicom Group (OMC) beat quarterly earnings?,1,llm,0.795,YES,5.0,5.0,Omnicom Group Earnings,0.95,train,2025-10-02,0.795,76.85,2025-10-07,79.16,profit_lock_3%,3.49,-1.35,3.0,2025-10-02 00:00:00+00:00,2025-10-07 00:00:00+00:00,2025-09-27,2025-10-21,150,event_priority,earnings,2,0.0,0.0,0.795,,,3,1,2,,,,0,207,0.11475557931764958,15907.95,139440.54,11.4084,8.78,8.68,42,profit_lock_3%,478.17,442.8,2.7835,35.37,16386.12,27.0768
627654,NFLX,Will Netflix (NFLX) beat quarterly earnings?,1,llm,0.895,YES,7.0,7.0,Netflix Earnings,1.0,train,2025-10-08,0.895,121.43,2025-10-09,123.11,poly<0.5725772170351875,0.0,-1.83,1.39,2025-10-08 00:00:00+00:00,2025-10-09 00:00:00+00:00,2025-10-08,2025-10-21,186,event_priority,earnings,2,0.0,0.0,0.895,,,2,2,1,,,,0,131,0.11475557931764958,15907.33,139813.44,11.3775,8.76,8.41,44,poly<0.5725772170351875,220.08,185.53,1.1663,34.55,16127.41,26.3796
613055,WFC,Will Wells Fargo (WFC) beat quarterly earnings?,1,llm,0.86,YES,6.0,6.0,Wells Fargo Earnings,1.0,train,2025-09-26,0.86,85.01,2025-10-10,78.86,trailing_3.9ATR,0.21,-8.69,-7.24,2025-09-26 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-26,2025-10-14,133,event_priority,earnings,2,0.008183140938134992,0.008183,0.86,,,1,1,3,,,,0,186,0.11475557931764958,15811.86,138675.55,11.4021,8.75,8.56,30,trailing_3.9ATR,-1143.9,-1177.28,-7.4455,33.38,14667.96,24.8548
613056,GS,Will Goldman Sachs (GS) beat quarterly earnings?,1,llm,0.87,YES,6.0,6.0,Goldman Sachs Earnings,1.0,train,2025-09-29,0.87,804.12,2025-10-10,764.36,resolution-1d,0.68,-4.99,-4.94,2025-09-29 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-26,2025-10-14,132,event_priority,earnings,2,0.00975137136339499,0.009751,0.87,,,1,1,1,,,,0,19,0.11475557931764958,15278.28,139680.92,10.938,8.8,7.99,35,resolution-1d,-755.44,-787.85,-5.1567,32.41,14522.84,24.6094
614613,BAC,Will Bank of America (BAC) beat quarterly earnings?,1,llm,0.805,YES,6.0,6.0,Bank of America Earnings,0.95,train,2025-09-29,0.805,52.42,2025-10-10,49.39,trailing_3.9ATR,0.29,-7.38,-5.77,2025-09-29 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-27,2025-10-15,147,event_priority,earnings,2,0.0,0.0,0.805,,,4,4,3,,,,0,1,0.11475557931764958,52.42,139650.35,0.0375,0.0,0.38,37,trailing_3.9ATR,-3.03,-4.16,-7.9366,1.13,49.39,0.0825
613066,DPZ,Will Domino’s Pizza (DPZ) beat quarterly earnings?,1,llm,0.795,YES,5.0,5.0,Domino's Pizza Earnings,0.95,train,2025-10-02,0.795,431.24,2025-10-10,406.37,resolution-1d,0.0,-6.23,-5.77,2025-10-02 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-26,2025-10-14,130,event_priority,earnings,2,0.0,0.0,0.795,,,2,1,2,,,,0,37,0.11475557931764958,15955.88,139457.66,11.4414,8.79,8.33,41,resolution-1d,-920.19,-953.46,-5.9756,33.27,15035.69,25.4784
614614,MS,Will Morgan Stanley (MS) beat quarterly earnings?,1,llm,0.81,YES,6.0,6.0,Morgan Stanley Earnings,0.95,train,2025-09-29,0.81,161.16,2025-10-13,155.13,resolution-1d,0.66,-5.78,-3.74,2025-09-29 00:00:00+00:00,2025-10-13 00:00:00+00:00,2025-09-27,2025-10-15,148,event_priority,earnings,2,0.0,0.0,0.81,,,2,2,3,,,,0,81,0.11475557931764958,13053.96,139664.13,9.3467,6.9,6.88,36,resolution-1d,-488.43,-515.82,-3.9514,27.39,12565.53,20.85
614644,ABT,Will Abbott Laboratories (ABT) beat quarterly earnings?,1,llm,0.795,YES,6.0,6.0,Abbott Laboratories Earnings,0.95,train,2025-09-30,0.795,133.94,2025-10-13,131.38,resolution-1d,1.13,-3.63,-1.91,2025-09-30 00:00:00+00:00,2025-10-13 00:00:00+00:00,2025-09-27,2025-10-15,139,event_priority,earnings,2,0.0,0.0,0.795,,,1,1,1,,,,0,119,0.11475557931764958,15938.86,139762.32,11.4043,8.8,8.39,38,resolution-1d,-304.64,-338.66,-2.1247,34.02,15634.22,25.9421
627659,PHM,Will PulteGroup (PHM) beat quarterly earnings?,1,llm,0.86,NO,6.0,6.0,PulteGroup Earnings,1.0,train,2025-10-08,0.86,127.66,2025-10-14,124.89,poly<0.5725772170351875,0.0,-7.09,-2.17,2025-10-08 00:00:00+00:00,2025-10-14 00:00:00+00:00,2025-10-08,2025-10-21,183,event_priority,earnings,2,0.0,0.0,0.86,,,3,3,1,,,,0,125,0.11475557931764958,15957.5,139795.61,11.4149,8.75,8.42,45,poly<0.5725772170351875,-346.25,-380.24,-2.3829,33.99,15611.25,26.0776
620069,GBCI,Will Glacier Bancorp (GBCI) beat quarterly earnings?,1,llm,0.835,YES,5.0,5.0,Glacier Bancorp Earnings,0.95,train,2025-10-13,0.835,47.38,2025-10-14,49.06,resolution-1d,0.0,-2.2,3.55,2025-10-13 00:00:00+00:00,2025-10-14 00:00:00+00:00,2025-10-04,2025-10-16,162,event_priority,earnings,2,0.01817022527749046,0.01817,0.835,,,2,2,1,,,,0,336,0.11475557931764958,15919.68,139004.1,11.4527,8.77,9.14,48,resolution-1d,564.48,528.11,3.3173,36.37,16484.16,27.5346
