market_id,symbol,question,polarity,polarity_source,pct,converged,asset_confidence,question_confidence,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_candidate_order,allocation_mode,event_family,event_priority,feat_runup_since_t0,rank_runup_clipped,entry_prob_rank_value,supporting_market_ids,supporting_questions,same_day_rank,entry_prob_rank,runup_rank,skip_reason,preempted_trade_id,preempt_reason,duplicate_signal_upgrade,_qty,_position_size_pct,_asset_entry_notional,_equity_at_entry,invested_frac_pct,_benchmark_sell_cost,_asset_buy_cost,allocation_trade_id,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
553540,USO,Will the U.S. strike Fordow nuclear facility before July?,1,llm,1.0,YES,7.0,7.0,Middle East Oil Disruption,0.72,train,2025-06-23,1.0,76.41,2025-06-27,73.28,resolution-1d,0.0,-5.81,-4.1,2025-06-23 00:00:00+00:00,2025-06-27 00:00:00+00:00,2025-06-18,2025-07-01,49,event_priority,geo,0,0.0,0.0,1.0,553540,Will the U.S. strike Fordow nuclear facility before July?,1,1,1,,,,0,173,0.12,13218.93,110868.68,11.9231,7.36,7.21,11,resolution-1d,-541.49,-570.04,-4.3123,28.55,12677.44,20.594
553540,XLE,Will the U.S. strike Fordow nuclear facility before July?,1,llm,1.0,YES,,0.0,Middle East Oil Disruption,0.64,train,2025-06-23,1.0,43.01,2025-06-27,42.65,resolution-1d,0.0,-2.06,-0.85,2025-06-23 00:00:00+00:00,2025-06-27 00:00:00+00:00,2025-06-18,2025-07-01,51,event_priority,geo,0,0.0,0.0,1.0,,,3,1,1,,,,0,308,0.12,13247.08,110854.11,11.95,7.33,7.7,12,resolution-1d,-110.88,-140.83,-1.0631,29.95,13136.2,21.3385
566029,REGN,Will the FDA approve Odronextamab/Ordspono Resubmitted BLA?,1,llm,0.775,YES,6.0,6.0,Regeneron FDA Approval,0.95,train,2025-07-22,0.775,560.93,2025-07-30,554.58,resolution-1d,3.0,-2.5,-1.13,2025-07-22 00:00:00+00:00,2025-07-30 00:00:00+00:00,2025-07-22,2025-07-31,94,event_priority,other,3,0.028229359617022443,0.028229,0.775,566029,Will the FDA approve Odronextamab/Ordspono Resubmitted BLA?,1,1,1,,,,0,24,0.12,13462.32,114777.07,11.7291,7.6,7.08,13,resolution-1d,-152.4,-181.45,-1.3479,29.05,13309.92,20.9557
566028,PTCT,Will the FDA approve Sepiapterin NDA?,1,llm,0.73,YES,5.0,5.0,PTC Therapeutics FDA Approval,0.95,train,2025-07-25,0.73,44.74,2025-07-30,50.11,profit_lock_12%,12.85,-1.32,12.0,2025-07-25 00:00:00+00:00,2025-07-30 00:00:00+00:00,2025-07-22,2025-07-31,92,event_priority,other,3,-0.030714609317936015,-0.030715,0.73,566028,Will the FDA approve Sepiapterin NDA?,1,1,1,,,,0,311,0.12,13914.14,116141.3,11.9804,7.71,8.05,14,profit_lock_12%,1670.07,1636.86,11.764,33.21,15584.21,24.5355
566025,ASND,Will the FDA approve TransCon hGH sBLA?,1,llm,0.815,YES,5.0,5.0,Ascendis Pharma FDA Approval,0.95,train,2025-07-28,0.815,164.16,2025-07-30,166.78,resolution-1d,1.12,-2.01,1.6,2025-07-28 00:00:00+00:00,2025-07-30 00:00:00+00:00,2025-07-22,2025-07-31,96,event_priority,other,3,-0.014760212613175172,-0.01476,0.815,566025,Will the FDA approve TransCon hGH sBLA?,1,1,1,,,,0,84,0.12,13789.44,115871.6,11.9006,7.69,7.24,15,resolution-1d,220.08,190.06,1.3783,30.02,14009.52,22.0572
569187,PGEN,FDA approves Precigen’s PRGN-2012 for recurrent respiratory papillomatosis?,1,llm,0.775,YES,4.0,4.0,Precigen FDA Approval,0.95,train,2025-07-29,0.775,1.57,2025-07-31,1.84,profit_lock_17%,17.83,0.0,17.0,2025-07-29 00:00:00+00:00,2025-07-31 00:00:00+00:00,2025-07-29,2025-08-27,105,event_priority,other,3,-0.006329107716228521,-0.006329,0.775,569187,FDA approves Precigen’s PRGN-2012 for recurrent respiratory papillomatosis?,10,9,8,,,,0,8917,0.12,13999.69,117050.28,11.9604,7.73,38.21,20,profit_lock_17%,2407.59,2313.25,16.5236,94.34,16407.28,25.881
569186,TLX,FDA approves Telix Pharmaceuticals’ TLX250-CDx for kidney cancer imaging?,1,llm,0.815,YES,5.0,5.0,Telix Pharmaceuticals FDA Approval,0.95,train,2025-07-29,0.815,13.49,2025-08-01,14.16,profit_lock_5%,5.04,-4.38,5.0,2025-07-29 00:00:00+00:00,2025-08-01 00:00:00+00:00,2025-07-29,2025-08-27,107,event_priority,other,3,-0.03366764081264251,-0.033668,0.815,569186,FDA approves Telix Pharmaceuticals’ TLX250-CDx for kidney cancer imaging?,1,1,11,,,,0,1040,0.12,14029.6,117116.17,11.9792,7.77,10.65,16,profit_lock_5%,696.8,659.26,4.6991,37.54,14726.4,23.6558
569208,BIIB,FDA approves Leqembi auto-injection for early Alzheimer’s?,1,llm,0.775,YES,5.0,5.0,Eisai and Biogen Alzheimer's Approval,0.95,train,2025-07-29,0.775,127.9,2025-08-01,134.3,profit_lock_5%,5.89,-2.61,5.0,2025-07-29 00:00:00+00:00,2025-08-01 00:00:00+00:00,2025-07-29,2025-08-31,102,event_priority,other,3,-0.010674483806067059,-0.010674,0.775,,,12,9,10,,,,0,35,0.12,4476.5,117004.35,3.8259,2.73,2.59,21,profit_lock_5%,224.0,213.15,4.7616,10.85,4700.5,7.5516
569182,TNXP,FDA approves Tonix Pharmaceuticals’ TNX-102 SL for fibromyalgia?,1,llm,0.805,YES,4.0,4.0,Tonix Pharmaceuticals FDA Approval,0.95,train,2025-07-29,0.805,42.63,2025-08-04,44.64,poly<0.5277193766613703,2.63,-16.35,4.71,2025-07-29 00:00:00+00:00,2025-08-04 00:00:00+00:00,2025-07-29,2025-08-15,110,event_priority,other,3,-0.0987314639380854,-0.098731,0.805,569182,FDA approves Tonix Pharmaceuticals’ TNX-102 SL for fibromyalgia?,5,3,13,,,,0,329,0.12,14025.27,117081.42,11.9791,7.76,8.16,18,poly<0.5277193766613703,661.29,628.78,4.4832,32.51,14686.56,23.2425
569181,INSM,FDA approves Insmed’s Brensocatib for bronchiectasis?,1,llm,0.8,YES,6.0,6.0,Insmed FDA Approval,0.95,train,2025-07-29,0.8,105.0,2025-08-04,108.15,profit_lock_3%,3.7,-2.66,3.0,2025-07-29 00:00:00+00:00,2025-08-04 00:00:00+00:00,2025-07-29,2025-08-12,112,event_priority,other,3,0.03194103194103204,0.031941,0.8,569181,FDA approves Insmed’s Brensocatib for bronchiectasis?,7,7,1,,,,0,133,0.12,13965.0,117065.49,11.9292,7.76,7.45,19,profit_lock_3%,418.95,388.15,2.7794,30.8,14383.95,22.7646
569209,TVTX,FDA approves FILSPARI REMS modification?,1,llm,0.795,YES,4.0,4.0,Travere Therapeutics FILSPARI REMS,0.9,train,2025-07-31,0.795,15.45,2025-08-05,16.07,profit_lock_4%,4.85,-2.72,4.0,2025-07-31 00:00:00+00:00,2025-08-05 00:00:00+00:00,2025-07-29,2025-08-28,101,event_priority,other,3,0.008441566081890839,0.008442,0.795,,,1,1,1,,,,0,911,0.12,14074.95,117551.01,11.9735,7.78,10.23,22,profit_lock_4%,564.82,528.23,3.753,36.59,14639.77,23.2833
569179,LENZ,FDA approves LENZ Therapeutics’ LNZ100 for presbyopia by August 31?,1,llm,0.805,YES,5.0,5.0,LENZ Therapeutics FDA Approval,0.95,train,2025-07-29,0.805,31.67,2025-08-07,32.12,resolution-1d,2.81,-12.25,1.42,2025-07-29 00:00:00+00:00,2025-08-07 00:00:00+00:00,2025-07-29,2025-08-08,114,event_priority,other,3,0.005077748214849409,0.005078,0.805,569179,FDA approves LENZ Therapeutics’ LNZ100 for presbyopia by August 31?,3,3,4,,,,0,443,0.12,14029.81,117097.75,11.9813,7.76,8.57,17,resolution-1d,199.35,166.5,1.1868,32.85,14229.16,22.4795
569189,OTLK,FDA approves Outlook Therapeutics’ ONS-5010 for wet AMD?,1,llm,0.72,NO,4.0,4.0,Outlook Therapeutics FDA Approval,0.95,train,2025-08-14,0.72,2.43,2025-08-19,3.01,profit_lock_24%,24.24,-19.96,24.0,2025-08-14 00:00:00+00:00,2025-08-19 00:00:00+00:00,2025-07-29,2025-08-31,98,event_priority,other,3,-0.019900478628265272,-0.0199,0.72,569189,FDA approves Outlook Therapeutics’ ONS-5010 for wet AMD?,1,1,1,,,,0,6168,0.12,14988.24,125221.39,11.9694,8.27,29.08,23,profit_lock_24%,3577.44,3499.09,23.3456,78.35,18565.68,28.9534
598106,FDX,Will Fedex (FDX) beat its quarterly EPS estimate?,1,llm,0.76,YES,6.0,6.0,FedEx Earnings,1.0,train,2025-09-16,0.76,183.48,2025-09-18,182.51,poly<0.5277193766613703,2.27,-1.46,-0.53,2025-09-16 00:00:00+00:00,2025-09-18 00:00:00+00:00,2025-09-15,2025-09-25,122,event_priority,earnings,2,0.0,0.0,0.76,,,1,1,1,,,,0,86,0.12,15779.28,132102.3,11.9447,8.69,8.24,27,poly<0.5277193766613703,-83.42,-117.17,-0.7426,33.75,15695.86,23.675
599650,CASH,Will Pathward Financial (CASH) beat its quarterly EPS estimate?,1,llm,0.715,NO,4.0,4.0,Pathward Financial Earnings,1.0,train,2025-09-16,0.715,74.62,2025-09-18,80.59,profit_lock_8%,8.07,-1.26,8.0,2025-09-16 00:00:00+00:00,2025-09-18 00:00:00+00:00,2025-09-16,2025-10-22,123,event_priority,earnings,2,0.0,0.0,0.715,,,3,3,1,,,,0,212,0.12,15819.44,132068.52,11.9782,8.69,8.65,29,profit_lock_8%,1265.64,1229.66,7.7731,35.98,17085.08,25.77
598105,FDS,Will Factset Research (FDS) beat its quarterly EPS estimate?,1,llm,0.73,NO,6.0,6.0,FactSet Research Systems Earnings,0.9,train,2025-09-17,0.73,336.04,2025-09-18,301.23,poly<0.5277193766613703,0.0,-11.36,-10.36,2025-09-17 00:00:00+00:00,2025-09-18 00:00:00+00:00,2025-09-15,2025-09-25,118,event_priority,earnings,2,0.0,0.0,0.73,,,1,1,1,,,,0,16,0.12,5376.64,133264.75,4.0346,3.26,3.04,32,poly<0.5277193766613703,-556.96,-568.91,-10.5812,11.95,4819.68,7.2691
598107,MU,Will Micron Tech (MU) beat its quarterly EPS estimate?,1,llm,0.775,YES,6.0,6.0,Micron Technology Earnings,1.0,train,2025-09-15,0.775,157.77,2025-09-19,170.39,profit_lock_8%,8.04,-1.59,8.0,2025-09-15 00:00:00+00:00,2025-09-19 00:00:00+00:00,2025-09-15,2025-09-30,120,event_priority,earnings,2,0.0,0.0,0.775,,,1,1,1,,,,0,100,0.12,15777.0,132058.28,11.947,8.71,8.24,24,profit_lock_8%,1262.0,1226.85,7.7762,35.15,17039.0,25.6453
598111,JBL,Will Jabil (JBL) beat its quarterly EPS estimate?,1,llm,0.73,YES,5.0,5.0,Jabil Earnings,0.9,train,2025-09-16,0.73,213.33,2025-09-19,226.13,profit_lock_6%,6.17,-2.31,6.0,2025-09-16 00:00:00+00:00,2025-09-19 00:00:00+00:00,2025-09-15,2025-10-02,121,event_priority,earnings,2,0.0,0.0,0.73,,,2,2,1,,,,0,74,0.12,15786.42,132085.45,11.9517,8.69,8.24,28,profit_lock_6%,947.2,912.38,5.7795,34.82,16733.62,25.1857
599915,BLSH,Will Bullish (BLSH) beat its quarterly EPS estimate?,1,llm,0.715,YES,4.0,4.0,Bullish Earnings,1.0,train,2025-09-16,0.715,51.36,2025-09-19,66.25,profit_lock_29%,29.44,-5.53,29.0,2025-09-16 00:00:00+00:00,2025-09-19 00:00:00+00:00,2025-09-16,2025-09-24,124,event_priority,earnings,2,0.0,0.0,0.715,,,4,3,1,,,,0,308,0.12,15818.88,132051.18,11.9794,8.71,8.99,30,profit_lock_29%,4586.12,4546.03,28.738,40.09,20405.0,30.7106
598104,GIS,Will General Mills (GIS) beat its quarterly EPS estimate?,1,llm,0.73,YES,6.0,6.0,General Mills Earnings,1.0,train,2025-09-15,0.73,49.01,2025-09-22,50.48,profit_lock_3%,3.59,-1.2,3.0,2025-09-15 00:00:00+00:00,2025-09-22 00:00:00+00:00,2025-09-15,2025-09-24,119,event_priority,earnings,2,0.0,0.0,0.73,,,3,3,1,,,,0,322,0.12,15781.22,132024.44,11.9533,8.64,9.02,26,profit_lock_3%,473.34,437.51,2.7723,35.83,16254.56,24.3482
599652,PRGS,Will Progress Software (PRGS) beat its quarterly EPS estimate?,1,llm,0.705,YES,5.0,5.0,Progress Software Earnings,1.0,train,2025-09-16,0.705,42.11,2025-09-22,43.37,profit_lock_3%,3.7,-2.04,3.0,2025-09-16 00:00:00+00:00,2025-09-22 00:00:00+00:00,2025-09-16,2025-10-06,127,event_priority,earnings,2,0.0,0.0,0.705,,,5,5,1,,,,0,375,0.12,15791.25,132033.49,11.96,8.71,9.21,31,profit_lock_3%,472.5,436.21,2.7624,36.29,16263.75,24.3617
599651,MLKN,Will MillerKnoll (MLKN) beat its quarterly EPS estimate?,1,llm,0.705,YES,5.0,5.0,MillerKnoll Earnings,1.0,train,2025-09-17,0.705,20.04,2025-09-22,20.84,profit_lock_4%,4.09,-1.0,4.0,2025-09-17 00:00:00+00:00,2025-09-22 00:00:00+00:00,2025-09-16,2025-09-30,128,event_priority,earnings,2,0.0,0.0,0.705,,,2,2,1,,,,0,7,0.12,140.28,133258.45,0.1053,0.0,0.42,33,profit_lock_4%,5.6,4.33,3.087,1.27,145.88,0.2175
598110,ACN,Will Accenture (ACN) beat its quarterly EPS estimate?,1,llm,0.75,YES,6.0,6.0,Accenture Earnings,1.0,train,2025-09-15,0.75,237.87,2025-09-30,247.38,profit_lock_4%,4.73,-3.56,4.0,2025-09-15 00:00:00+00:00,2025-09-30 00:00:00+00:00,2025-09-15,2025-10-02,117,event_priority,earnings,2,0.0,0.0,0.75,,,2,2,1,,,,0,66,0.12,15699.42,132041.33,11.8898,8.68,8.2,25,profit_lock_4%,627.66,593.31,3.7792,34.35,16327.08,24.4823
613067,JNJ,Will Johnson & Johnson (JNJ) beat quarterly earnings?,1,llm,0.805,YES,6.0,6.0,Johnson & Johnson Earnings,0.95,train,2025-09-26,0.805,179.71,2025-10-01,185.1,profit_lock_3%,3.49,-1.33,3.0,2025-09-26 00:00:00+00:00,2025-10-01 00:00:00+00:00,2025-09-26,2025-10-14,138,event_priority,earnings,2,0.0,0.0,0.805,,,4,3,8,,,,0,93,0.12,16713.03,139617.18,11.9706,9.15,8.71,37,profit_lock_3%,501.27,465.03,2.7824,36.24,17214.3,25.7251
613049,LEVI,Will Levi Strauss & Co. (LEVI) beat quarterly earnings?,1,llm,0.825,YES,5.0,5.0,Levi Strauss Earnings,1.0,train,2025-09-26,0.825,23.02,2025-10-02,24.4,profit_lock_6%,6.08,-1.39,6.0,2025-09-26 00:00:00+00:00,2025-10-02 00:00:00+00:00,2025-09-26,2025-10-09,136,event_priority,earnings,2,0.009206532079706564,0.009207,0.825,,,2,2,4,,,,0,727,0.12,16735.54,139655.33,11.9835,9.15,10.91,35,profit_lock_6%,1003.26,962.08,5.7487,41.18,17738.8,26.4751
613057,C,Will Citigroup (C) beat quarterly earnings?,1,llm,0.805,YES,6.0,6.0,Citigroup Earnings,0.95,train,2025-09-26,0.805,103.42,2025-10-02,97.11,trailing_3.9ATR,0.94,-6.5,-6.1,2025-09-26 00:00:00+00:00,2025-10-02 00:00:00+00:00,2025-09-26,2025-10-14,137,event_priority,earnings,2,0.012829277747168577,0.012829,0.805,,,3,3,2,,,,0,161,0.12,16650.62,139635.26,11.9244,9.19,8.89,36,trailing_3.9ATR,-1015.91,-1050.96,-6.3119,35.05,15634.71,23.3372
613050,PEP,Will PepsiCo (PEP) beat quarterly earnings?,1,llm,0.8,YES,6.0,6.0,PepsiCo Earnings,1.0,train,2025-09-26,0.8,140.44,2025-10-07,140.79,resolution-1d,2.09,-1.11,0.25,2025-09-26 00:00:00+00:00,2025-10-07 00:00:00+00:00,2025-09-26,2025-10-09,135,event_priority,earnings,2,0.003716439960448348,0.003716,0.8,,,5,5,7,,,,0,119,0.12,16712.36,139599.33,11.9717,9.18,8.77,38,resolution-1d,41.65,5.72,0.0342,35.93,16754.01,25.012
613051,DAL,Will Delta Air Lines (DAL) beat quarterly earnings?,1,llm,0.74,YES,6.0,6.0,Delta Air Lines Earnings,1.0,train,2025-10-01,0.74,56.11,2025-10-07,58.35,profit_lock_4%,4.31,-0.55,4.0,2025-10-01 00:00:00+00:00,2025-10-07 00:00:00+00:00,2025-09-26,2025-10-09,134,event_priority,earnings,2,0.008107139070586689,0.008107,0.74,,,2,2,1,,,,0,297,0.12,16664.67,139178.04,11.9736,8.95,9.37,44,profit_lock_4%,665.28,627.77,3.7671,37.51,17329.95,25.8709
614615,TSLA,Will Tesla (TSLA) beat quarterly earnings?,1,llm,0.75,YES,6.0,6.0,Tesla Earnings,0.95,train,2025-10-02,0.75,436.0,2025-10-07,453.44,profit_lock_4%,4.03,-4.45,4.0,2025-10-02 00:00:00+00:00,2025-10-07 00:00:00+00:00,2025-10-02,2025-10-22,151,event_priority,earnings,2,-0.009990903627302483,-0.009991,0.75,,,1,1,1,,,,0,38,0.12,16568.0,138779.58,11.9384,9.13,8.63,45,profit_lock_4%,662.72,626.56,3.7817,36.16,17230.72,25.7238
627654,NFLX,Will Netflix (NFLX) beat quarterly earnings?,1,llm,0.895,YES,7.0,7.0,Netflix Earnings,1.0,train,2025-10-08,0.895,121.43,2025-10-09,123.11,poly<0.5277193766613703,0.0,-1.83,1.39,2025-10-08 00:00:00+00:00,2025-10-09 00:00:00+00:00,2025-10-08,2025-10-21,186,event_priority,earnings,2,0.0,0.0,0.895,,,2,2,1,,,,0,137,0.12,16635.91,138816.25,11.9841,9.14,8.8,49,poly<0.5277193766613703,230.16,194.06,1.1665,36.1,16866.07,25.1027
613055,WFC,Will Wells Fargo (WFC) beat quarterly earnings?,1,llm,0.86,YES,6.0,6.0,Wells Fargo Earnings,1.0,train,2025-09-26,0.86,85.01,2025-10-10,78.88,trailing_3.9ATR,0.21,-8.69,-7.21,2025-09-26 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-26,2025-10-14,133,event_priority,earnings,2,0.008183140938134992,0.008183,0.86,,,1,1,6,,,,0,196,0.12,16661.96,139673.53,11.9292,9.19,9.02,34,trailing_3.9ATR,-1201.48,-1236.61,-7.4217,35.13,15460.48,23.6494
613052,JPM,Will JPMorgan Chase (JPM) beat quarterly earnings?,1,llm,0.79,YES,6.0,6.0,JPMorgan Chase Earnings,1.0,train,2025-09-26,0.79,316.06,2025-10-10,300.89,resolution-1d,0.62,-4.83,-4.8,2025-09-26 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-26,2025-10-14,129,event_priority,earnings,2,0.00832663981470394,0.008327,0.79,,,6,6,5,,,,0,52,0.12,16435.12,139581.38,11.7746,9.18,8.57,39,resolution-1d,-788.84,-823.36,-5.0098,34.52,15646.28,23.9342
613056,GS,Will Goldman Sachs (GS) beat quarterly earnings?,1,llm,0.775,YES,6.0,6.0,Goldman Sachs Earnings,1.0,train,2025-09-26,0.775,802.51,2025-10-10,764.36,resolution-1d,0.89,-4.8,-4.75,2025-09-26 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-26,2025-10-14,132,event_priority,earnings,2,0.00975137136339499,0.009751,0.775,,,8,7,3,,,,0,8,0.12,6420.08,139545.78,4.6007,4.12,3.56,41,resolution-1d,-305.2,-319.86,-4.9822,14.66,6114.88,9.3533
613066,DPZ,Will Domino’s Pizza (DPZ) beat quarterly earnings?,1,llm,0.745,YES,5.0,5.0,Domino's Pizza Earnings,0.95,train,2025-10-01,0.745,428.16,2025-10-10,406.37,resolution-1d,1.13,-5.56,-5.09,2025-10-01 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-26,2025-10-14,130,event_priority,earnings,2,0.0,0.0,0.745,,,1,1,2,,,,0,38,0.12,16270.08,139195.69,11.6886,9.17,8.49,43,resolution-1d,-828.02,-862.24,-5.2996,34.22,15442.06,23.6218
